,fin,wrnty_start_dt,sales_area_nm,prod_dt
23763,WEB91326843010243,2022-02-28,681,2019-05-14
23764,WDB53454603846985,2023-01-23,575,2014-03-06
23765,WDB20770997599172,2021-09-04,902,2018-05-10
23766,W1T55727826163492,2023-04-29,237,2020-07-23
23767,WDB89179760173437,2022-12-02,751,2022-08-04
23768,NMB33284508861682,2023-09-17,200,2022-03-13
23769,W1T45739402323338,2015-06-08,411,2015-02-03
23770,WDB84276172884379,2022-09-12,208,2022-01-14
23771,NMB95725390169269,2019-11-21,557,2011-03-28
23772,WDB60752550854127,2015-10-03,863,2014-07-19
23773,W1T39057929799929,2023-05-31,775,2021-10-01
23774,WDB66612741699456,2020-06-28,687,2019-08-14
23775,WDB47855557625916,2020-06-21,757,2019-04-24
23776,NMB83367000167291,2023-08-22,747,2023-03-13
23777,WDB22094702127438,2022-06-12,515,2022-05-06
23778,NMB39461577650494,2018-09-18,865,2012-12-21
23779,NMB48130966463431,2022-10-19,820,2021-08-14
23780,NMB23509269717454,2020-03-01,865,2011-12-16
23781,WEB45491110773374,2017-05-05,919,2015-08-26
23782,WEB79713003912367,2019-12-07,226,2016-10-11
23783,NMB27869626303332,2022-03-27,404,2018-07-11
23784,W1T58783614763945,2022-08-23,237,2012-09-27
23785,WEB47321787149545,2022-02-17,604,2020-08-26
23786,NMB88152965316366,2022-07-17,609,2018-11-16
23787,WDB26893839464031,2023-05-01,239,2019-01-27
23788,WDB95579180959127,2013-09-19,486,2012-11-27
23789,WDB81616839907081,2023-02-26,877,2018-01-20
23790,WEB94383999618085,2017-01-04,511,2016-10-15
23791,NMB91285779051397,2019-09-25,603,2019-08-21
23792,WEB63491108760587,2017-07-08,638,2012-02-20
23793,NMB92711554060414,2019-08-04,523,2011-10-17
23794,WEB24554632075687,2020-08-10,638,2017-03-31
23795,W1T46205921020669,2020-02-29,781,2012-08-13
23796,W1T57049866696363,2020-03-28,294,2015-02-27
23797,W1T18755939461458,2023-09-03,403,2023-02-08
23798,WEB48168317475445,2022-12-10,613,2022-06-27
23799,WEB24619052215107,2019-06-27,925,2014-07-20
23800,W1T85357809879708,2013-08-22,294,2012-05-04
23801,W1T93581661626770,2020-09-05,486,2017-09-01
23802,WEB55539741350098,2018-05-28,271,2013-06-08
23803,WEB82530034296010,2022-05-25,653,2017-08-28
23804,W1T38716314369193,2023-09-08,240,2023-03-23
23805,WEB83863310128520,2016-09-11,229,2011-05-16
23806,WDB42482991229556,2022-08-25,822,2021-07-04
23807,WEB58076026811262,2023-05-19,783,2014-05-19
23808,WDB87006931116962,2018-01-03,254,2012-01-24
23809,NMB74340759088063,2018-07-10,403,2017-02-09
23810,WEB46315692996255,2022-03-23,816,2022-03-15
23811,NMB16090703001288,2021-11-23,228,2021-03-15
23812,WDB57007844293644,2020-08-08,857,2016-01-22
23813,W1T72873163425172,2019-12-01,779,2016-06-18
23814,WDB53766693593552,2021-10-07,414,2019-10-09
23815,WEB44197663941896,2023-01-04,808,2012-01-09
23816,W1T10797738861912,2020-03-13,571,2011-05-20
23817,NMB17278866575894,2019-07-06,737,2015-08-18
23818,WDB50472672040542,2020-06-09,613,2020-01-03
23819,WEB22381746776375,2020-04-04,557,2018-12-24
23820,WEB44927650976294,2023-03-23,779,2021-09-21
23821,W1T73908970947226,2022-03-19,653,2018-04-15
23822,WEB75010815503707,2021-06-07,250,2020-02-14
23823,NMB86635144314663,2014-07-17,755,2013-09-18
23824,NMB32488775449745,2015-11-19,238,2012-03-29
23825,NMB74348663084347,2021-08-31,647,2019-04-13
23826,WDB62688176111500,2021-03-18,292,2014-07-24
23827,WEB82748990934042,2017-05-05,775,2017-04-10
23828,WEB40688270826202,2012-06-20,244,2012-02-26
23829,NMB99031598929193,2012-07-24,549,2011-12-13
23830,NMB32055440960018,2023-06-19,362,2022-10-22
23831,WEB98326490908007,2021-02-20,215,2020-12-31
23832,WEB74473370737687,2020-05-06,919,2020-02-07
23833,NMB60576269610367,2022-05-26,814,2021-11-13
23834,WEB24783308506536,2020-12-30,541,2014-03-05
23835,WDB72332850967392,2020-03-06,849,2014-09-01
23836,WDB48207782455399,2016-07-08,496,2015-07-24
23837,WDB33694977804500,2020-03-28,607,2014-10-17
23838,WDB76994380806441,2020-08-10,204,2018-04-08
23839,NMB97758040068693,2015-04-13,686,2014-11-20
23840,WDB67435109655878,2018-02-07,767,2016-05-12
23841,W1T82646441290411,2021-06-03,639,2017-06-25
23842,W1T84997856175011,2014-06-04,411,2014-05-09
23843,NMB89964922786130,2013-10-05,583,2011-09-17
23844,NMB11460019608697,2017-09-07,270,2015-06-16
23845,NMB67507920676055,2016-04-28,364,2012-08-31
23846,WEB30248685592478,2018-09-13,768,2013-04-16
23847,NMB29108793201196,2013-08-18,649,2012-11-01
23848,NMB56308271219028,2021-06-12,848,2020-01-14
23849,WDB75813178921309,2015-06-09,528,2012-12-11
23850,W1T92748839245662,2018-03-08,249,2015-10-08
23851,WEB90438542908625,2022-11-15,535,2012-10-07
23852,WDB72065684405328,2022-04-07,617,2012-07-19
23853,WEB27240032065230,2017-08-09,234,2013-09-03
23854,W1T65105786052698,2022-03-25,252,2019-07-13
23855,NMB54216033457164,2018-07-24,770,2018-06-30
23856,NMB85596095982823,2014-05-20,667,2011-05-13
23857,W1T70230303424440,2013-02-07,642,2012-03-12
23858,WEB74471637488251,2022-11-06,646,2022-02-17
23859,W1T27538174824365,2014-11-07,795,2014-10-10
23860,WDB62301834638659,2022-01-13,805,2021-01-05
23861,WEB86947200325304,2022-04-01,402,2016-07-23
23862,WEB36426170307807,2018-12-01,214,2011-04-19
23863,W1T88562471827421,2022-02-11,924,2016-05-11
23864,W1T89631205082432,2023-08-18,619,2013-10-25
23865,W1T56251263465783,2023-01-08,775,2021-06-03
23866,WEB38147868861194,2015-07-18,299,2012-05-19
23867,WDB35878869336569,2019-10-23,274,2019-06-25
23868,WEB54262001294766,2022-07-28,246,2022-03-29
23869,W1T33484273147993,2021-12-17,625,2021-04-15
23870,WEB73114229244728,2020-10-02,633,2016-06-29
23871,NMB37929290949557,2023-02-02,825,2020-08-24
23872,W1T67746655347092,2015-07-25,517,2012-09-04
23873,WDB78337461668758,2022-11-30,927,2012-06-25
23874,W1T15986066459889,2014-05-20,757,2013-08-19
23875,WEB34668832294461,2021-08-13,662,2021-05-15
23876,W1T88945476832125,2022-01-24,921,2019-10-16
23877,NMB84272167665144,2020-03-15,642,2016-01-04
23878,WEB52814857927752,2023-06-15,221,2022-12-04
23879,W1T77318277498688,2017-08-04,705,2013-10-28
23880,W1T62559914978386,2020-12-11,873,2020-10-19
23881,WDB37135765169230,2020-12-13,810,2016-06-18
23882,WDB18151049016132,2023-05-06,727,2018-11-08
23883,W1T35787539182166,2012-04-24,558,2011-10-11
23884,WDB38327133811633,2018-10-23,292,2018-06-18
23885,WEB44051544926813,2018-12-25,705,2016-11-12
23886,W1T21243513448846,2019-06-05,403,2017-05-19
23887,NMB93527771765370,2020-10-19,767,2014-07-14
23888,WDB48117114584844,2022-03-08,521,2015-09-03
23889,WEB76208065573617,2017-04-04,550,2013-12-29
23890,NMB55374098723912,2022-12-21,635,2020-11-30
23891,W1T99168880713748,2019-05-23,754,2014-05-28
23892,W1T70924848504468,2016-04-15,627,2011-07-30
23893,NMB31592054199263,2022-07-29,292,2019-04-11
23894,NMB59827828300681,2016-10-21,516,2016-07-30
23895,WEB19092826180207,2022-04-03,542,2020-08-20
23896,W1T69851446881159,2021-09-06,933,2021-05-01
23897,NMB37152435748015,2021-09-13,815,2019-02-05
23898,WEB19915148212230,2020-07-26,207,2019-05-01
23899,NMB56274788237318,2016-12-21,727,2014-11-09
23900,WEB11380701466922,2022-03-25,737,2018-03-15
23901,W1T71939287409250,2020-10-02,299,2019-04-09
23902,NMB74448662963175,2023-08-31,546,2017-01-27
23903,WDB82313468936947,2023-04-01,722,2014-01-30
23904,WEB72088963270525,2019-11-09,761,2019-10-23
23905,NMB21680302344673,2022-10-13,535,2018-05-08
23906,WDB20288663456353,2019-05-25,223,2018-01-10
23907,WEB29564883681506,2014-11-06,769,2012-09-21
23908,WDB81442176046473,2014-08-29,276,2013-06-19
23909,WDB38111649773961,2019-10-04,654,2014-02-23
23910,WDB15934255883292,2020-09-29,288,2018-06-15
23911,WEB42782959525456,2015-08-02,546,2011-07-02
23912,WDB38940455421664,2022-05-04,865,2015-11-09
23913,NMB71244955170874,2023-03-14,619,2016-07-16
23914,WDB95997410084783,2021-02-15,258,2014-07-31
23915,WEB44489110934022,2018-05-20,843,2013-04-25
23916,WDB55901053952992,2023-09-17,246,2020-06-15
23917,WEB61199368725607,2021-11-08,200,2014-12-05
23918,W1T20973347807904,2022-08-17,411,2014-11-25
23919,WDB11200907127383,2020-06-18,291,2015-06-01
23920,W1T38841442184232,2020-09-05,533,2016-09-06
23921,WEB59326915256108,2018-09-11,831,2015-04-16
23922,NMB49299140391128,2022-12-06,789,2022-04-23
23923,WEB69784315524477,2021-08-24,649,2014-01-28
23924,W1T29330573567328,2017-05-11,926,2016-03-25
23925,WDB54388945784563,2013-08-27,749,2012-07-09
23926,NMB31686378747723,2022-10-01,654,2021-01-07
23927,WDB85386721672943,2022-12-27,757,2015-06-24
23928,W1T27631954032861,2023-07-25,873,2021-12-22
23929,WDB88757730763568,2023-04-30,768,2019-02-28
23930,WEB23845679412418,2023-01-04,807,2021-04-14
23931,NMB93555194480638,2014-10-20,518,2014-05-25
23932,W1T62412027105735,2023-04-12,300,2011-06-23
23933,WDB40288020362868,2022-08-03,583,2017-02-08
23934,WDB30405721207955,2021-09-22,571,2019-01-25
23935,WDB46907789390140,2023-03-12,620,2018-04-29
23936,WEB55114103362034,2014-05-30,205,2013-06-11
23937,W1T10570331160397,2020-04-23,385,2018-11-14
23938,NMB39014545468557,2021-01-31,883,2011-04-14
23939,WDB66243062661602,2020-09-19,254,2012-10-25
23940,W1T36821540993445,2023-07-30,803,2021-09-03
23941,WEB58485587972144,2019-05-19,283,2011-05-22
23942,WDB79768175387175,2013-02-17,651,2011-03-04
23943,W1T79402195853197,2022-06-07,296,2019-11-20
23944,W1T21494142507740,2019-07-02,211,2015-09-02
23945,NMB48341399223766,2021-05-19,818,2014-10-06
23946,W1T43293889830793,2019-06-27,883,2018-03-23
23947,WDB34705627268275,2022-05-02,817,2016-09-29
23948,W1T43444353998668,2016-04-24,650,2015-11-13
23949,NMB79091368494925,2022-02-25,239,2021-05-13
23950,W1T14625966594546,2018-10-10,917,2014-02-24
23951,NMB19987938569187,2022-11-29,579,2022-05-18
23952,WEB26677502688092,2020-08-31,641,2018-01-23
23953,NMB79154331909605,2021-06-15,654,2019-08-28
23954,WDB35930664710959,2023-05-05,525,2020-05-21
23955,NMB76209533425274,2018-03-02,822,2018-01-01
23956,W1T28762182229921,2012-01-05,851,2011-12-11
23957,WEB17811101557631,2021-05-06,901,2019-12-21
23958,NMB81129583493676,2015-04-11,234,2014-07-23
23959,WDB35590422101760,2023-05-04,642,2022-09-24
23960,W1T20582535737888,2023-06-04,635,2021-11-04
23961,WDB53367517804801,2021-07-01,412,2014-01-28
23962,W1T61261328646778,2016-10-19,651,2013-03-01
23963,WEB27687851903652,2022-01-17,808,2021-08-07
23964,NMB75109820086276,2023-04-16,214,2023-04-09
23965,WEB33994795103962,2020-05-07,622,2018-09-12
23966,WEB33384687816662,2019-11-13,546,2012-06-05
23967,NMB71658223004531,2021-10-09,603,2016-08-15
23968,WDB61623226296596,2018-10-18,749,2013-09-10
23969,NMB38580663964820,2021-12-18,520,2015-04-06
23970,WDB96358011710130,2021-09-20,878,2020-01-26
23971,WDB88837349451320,2015-01-25,272,2011-12-28
23972,WDB83116185747389,2020-08-21,212,2019-08-18
23973,NMB30163436998864,2020-03-19,823,2015-10-22
23974,W1T35909413982417,2018-04-18,567,2016-03-02
23975,WEB78852396350637,2020-02-28,529,2013-09-26
23976,WEB57516387403485,2014-10-17,902,2013-06-26
23977,WDB39542900820731,2013-02-07,663,2011-08-31
23978,NMB90597610885503,2023-09-05,533,2017-11-13
23979,NMB93284224455102,2017-12-06,268,2015-10-11
23980,W1T16720674944839,2022-09-15,547,2017-10-11
23981,W1T76620909142714,2023-06-29,607,2023-04-14
23982,WEB71807590929609,2023-04-25,785,2015-05-27
23983,WEB15581562582168,2016-05-22,686,2011-09-30
23984,W1T80304545305835,2017-09-12,875,2016-01-20
23985,W1T75857174377266,2020-08-02,847,2016-06-03
23986,NMB46385836513100,2022-11-08,292,2021-06-06
23987,WEB68883748633431,2018-12-31,559,2016-01-02
23988,WDB31984292150183,2022-04-13,255,2016-06-09
23989,NMB40099017414951,2021-04-01,616,2020-12-31
23990,W1T80092927329722,2022-04-29,518,2020-02-29
23991,W1T45020378566670,2022-12-26,220,2021-08-31
23992,W1T47350303754149,2023-05-12,863,2022-10-03
23993,NMB78803863044207,2019-08-08,547,2016-06-30
23994,W1T95958691484503,2018-04-03,682,2016-01-11
23995,WEB21459722335057,2021-07-14,646,2018-01-15
23996,WDB47899342040247,2022-05-11,364,2014-04-23
23997,NMB95888154313419,2013-09-16,549,2012-08-05
23998,NMB24729459154810,2022-05-09,403,2016-02-10
23999,WDB54716773855900,2020-05-09,818,2020-02-27
24000,WDB75231355680951,2023-09-02,214,2021-05-07
24001,W1T68153704065336,2023-01-16,576,2022-12-02
24002,W1T97858801061766,2020-04-16,765,2018-02-02
24003,WEB35983367693020,2021-08-31,769,2017-12-30
24004,WDB56676638710504,2023-08-29,722,2023-01-13
24005,NMB81115298861361,2017-01-27,779,2014-12-22
24006,WEB50059861129528,2023-08-26,682,2021-08-29
24007,NMB31213843277084,2021-01-22,402,2019-10-18
24008,W1T41663326960095,2023-01-26,288,2021-10-03
24009,WEB60601853289867,2023-01-13,803,2017-07-12
24010,WEB10357262054090,2023-06-16,606,2023-03-24
24011,W1T86782885068459,2023-04-12,538,2023-03-13
24012,WEB38716654645826,2023-04-04,851,2021-07-27
24013,W1T11970299186665,2021-11-17,843,2020-08-04
24014,WDB69487915203746,2020-01-20,793,2011-01-13
24015,WDB25855567792891,2022-11-27,537,2022-03-05
24016,W1T21424400417153,2021-02-18,519,2014-04-19
24017,WEB50388241531956,2018-12-15,217,2016-09-25
24018,NMB79602382640445,2021-10-17,803,2021-03-08
24019,WDB93580196816956,2020-05-21,932,2020-02-21
24020,WEB91448506725113,2018-12-11,257,2011-12-18
24021,WDB84446327727415,2021-02-01,920,2020-12-16
24022,W1T60482978318625,2017-07-13,296,2017-04-08
24023,WEB76445786819823,2021-02-13,843,2020-09-03
24024,WEB18084214820456,2023-05-06,403,2022-07-06
24025,WDB85898696565916,2022-08-02,231,2017-01-04
24026,WEB83734695487752,2021-06-23,647,2012-08-21
24027,NMB73693569670788,2017-03-22,561,2011-01-29
24028,W1T62405910197941,2020-11-28,211,2014-11-10
24029,W1T51127088595261,2023-01-14,676,2011-03-23
24030,WEB11021911633721,2021-09-14,627,2020-10-31
24031,WEB78225198445563,2019-08-21,683,2014-06-13
24032,W1T37690203291978,2019-03-27,245,2017-03-31
24033,WEB23518591254129,2021-07-11,411,2020-05-18
24034,W1T68494872763494,2022-08-27,930,2020-10-17
24035,WEB85706549007983,2023-08-15,679,2015-08-10
24036,WDB61418521785370,2019-03-23,223,2017-11-23
24037,WEB22423296971484,2020-08-04,603,2014-10-15
24038,W1T37948666794316,2018-04-30,224,2017-11-08
24039,NMB23922562727309,2020-09-10,551,2017-08-12
24040,WEB61757712608239,2023-01-30,604,2023-01-17
24041,WDB29719015855972,2020-11-22,241,2019-11-04
24042,WEB31559286598942,2020-06-24,601,2012-06-15
24043,NMB19370576830913,2020-06-29,813,2011-03-16
24044,W1T97967337722250,2016-05-03,757,2014-03-07
24045,W1T37893271428667,2023-04-18,875,2015-07-07
24046,W1T22790381249913,2016-04-07,547,2015-03-16
24047,W1T86318264323895,2020-02-03,705,2012-10-16
24048,NMB55972121902980,2017-09-10,637,2016-03-30
24049,WDB92388991721741,2019-04-13,554,2014-03-05
24050,WDB39030375669373,2023-01-23,218,2020-03-13
24051,WEB52540215964967,2017-06-28,765,2016-07-08
24052,NMB57285130491254,2013-01-04,401,2012-01-26
24053,NMB67903828156739,2019-06-10,877,2016-10-17
24054,WDB14745589654254,2019-01-24,515,2018-11-24
24055,WEB72613532530853,2022-11-20,917,2021-08-19
24056,WEB39847739138431,2022-08-12,754,2022-02-19
24057,WDB35966972223730,2021-04-05,215,2014-08-18
24058,WEB65830339371989,2022-01-25,721,2014-12-27
24059,NMB74741889834986,2020-03-11,208,2019-05-17
24060,W1T24567037048099,2021-02-20,249,2016-06-16
24061,WDB75607457309467,2022-09-15,496,2022-02-23
24062,WDB86981330623515,2020-02-14,633,2012-09-23
24063,NMB59203284175777,2020-01-24,227,2011-06-18
24064,WEB96645358281019,2022-06-04,801,2021-04-10
24065,WDB50297559655691,2022-02-12,639,2017-12-13
24066,WEB11692868262119,2021-12-30,779,2021-07-18
24067,WEB98828665350329,2022-07-26,234,2021-02-18
24068,WEB89989396696500,2022-10-26,853,2017-12-21
24069,NMB74551047787331,2023-04-15,268,2021-04-21
24070,NMB93558422588183,2017-07-27,294,2014-11-20
24071,W1T18609287298973,2018-04-26,861,2015-03-07
24072,W1T57397336878784,2021-09-25,754,2021-08-04
24073,W1T57741287187162,2021-10-26,855,2021-07-14
24074,NMB50206562348164,2022-04-06,654,2022-01-03
24075,WDB39833889367191,2023-06-13,863,2020-11-08
24076,NMB87356455061316,2022-06-10,511,2015-08-15
24077,WDB25912302616224,2021-06-01,297,2020-02-21
24078,NMB31473109001957,2018-05-07,274,2011-03-16
24079,W1T86998727442730,2023-05-24,214,2021-08-26
24080,W1T10244697692974,2019-09-30,773,2013-10-18
24081,WDB87112941699501,2019-10-09,809,2012-07-15
24082,NMB13199558996923,2018-12-02,241,2011-05-10
24083,NMB20980444532189,2022-03-15,739,2018-12-21
24084,W1T90453960211472,2021-01-24,642,2017-03-28
24085,WEB78040494033757,2022-04-08,517,2018-05-21
24086,W1T84314440633725,2015-04-06,921,2015-03-22
24087,WDB41443535368952,2018-03-03,815,2015-01-07
24088,WDB34774795295080,2019-11-03,761,2017-05-12
24089,WEB28632425914825,2020-01-30,249,2017-12-24
24090,WDB72356833847517,2018-12-24,926,2018-02-13
24091,NMB16442782435790,2023-01-25,642,2017-09-29
24092,WDB83550456832847,2018-12-01,754,2015-08-26
24093,WDB20774676973473,2022-07-13,722,2020-05-23
24094,WEB46408749580418,2022-05-05,402,2021-11-14
24095,WDB29126920351265,2021-07-12,735,2020-11-13
24096,WDB21090009830574,2022-05-21,701,2021-05-11
24097,WEB38536198094827,2021-02-05,516,2013-06-03
24098,WDB29335778471248,2021-01-26,228,2016-02-09
24099,WEB11256040062075,2016-09-28,565,2015-09-18
24100,WEB87722265355424,2016-10-21,291,2015-11-25
24101,WEB15188811302034,2021-03-30,625,2016-12-21
24102,WEB58150477289012,2017-03-15,763,2015-08-18
24103,WDB90019958996720,2020-08-05,643,2016-04-15
24104,NMB11956303678427,2021-03-11,225,2015-12-11
24105,WEB75665875301867,2023-04-26,701,2021-12-31
24106,WEB81020326478173,2016-07-27,516,2015-11-13
24107,NMB37313236615920,2011-11-28,877,2011-08-28
24108,WEB67620994947187,2020-11-03,603,2017-02-05
24109,WDB84442578441273,2016-04-26,679,2015-12-19
24110,WDB83421531485318,2023-09-12,235,2023-01-10
24111,WEB38122127021956,2022-11-09,808,2021-07-05
24112,WEB50948796254176,2023-05-28,617,2022-04-06
24113,W1T77784256409224,2018-11-04,495,2011-05-02
24114,WDB12073592400846,2022-07-26,619,2021-03-11
24115,NMB63305550046092,2019-05-11,604,2013-04-01
24116,NMB24659068257638,2022-07-12,203,2021-09-02
24117,WEB79321706628712,2016-10-30,531,2016-03-30
24118,NMB20771024448897,2022-02-02,253,2018-11-13
24119,WDB87623875145644,2016-03-24,250,2013-11-19
24120,W1T95883793974614,2022-03-28,661,2015-08-10
24121,W1T97918733406330,2017-03-03,644,2016-05-08
24122,W1T35265862608145,2022-02-10,606,2020-11-18
24123,WDB23862018608311,2022-08-11,769,2019-08-24
24124,W1T35791125141100,2020-02-03,779,2018-03-02
24125,WDB10912336061106,2023-09-27,649,2011-10-22
24126,WEB68455608766561,2019-05-07,276,2019-03-22
24127,NMB48984842064782,2019-08-19,512,2014-10-21
24128,NMB26215612880438,2015-11-18,606,2014-09-16
24129,NMB70741234738703,2022-10-28,819,2022-05-11
24130,W1T24854427230079,2022-02-17,525,2019-04-30
24131,WDB75675384852719,2022-08-04,721,2020-05-04
24132,NMB71625343940211,2022-10-28,619,2021-05-22
24133,WDB86222086152069,2018-09-01,527,2017-09-03
24134,WDB10567435413754,2023-08-26,880,2017-09-23
24135,NMB51505916346032,2016-06-07,364,2015-01-01
24136,WEB26816834113583,2016-04-09,229,2013-11-01
24137,W1T26336557658068,2020-06-01,385,2019-09-07
24138,NMB63750409160170,2021-01-07,583,2020-07-26
24139,WDB23684561605473,2015-03-11,282,2015-02-15
24140,W1T33270296994083,2022-03-13,210,2020-10-24
24141,WEB85255111233618,2013-10-09,878,2011-01-17
24142,WEB57743434764993,2023-07-16,368,2021-09-07
24143,WEB45289250752280,2019-11-22,678,2013-09-04
24144,WDB94364996957801,2019-12-07,920,2014-01-26
24145,NMB83934480792027,2021-09-01,921,2018-06-26
24146,WDB68975553200718,2018-01-23,795,2012-08-15
24147,WDB63691970461362,2020-10-18,531,2016-01-14
24148,WDB39890736561639,2023-07-16,268,2022-06-28
24149,WEB25370832700087,2023-09-10,902,2023-04-18
24150,WDB10836736163369,2022-11-05,933,2014-08-09
24151,WDB74472250462801,2021-07-12,414,2018-06-05
24152,W1T49643565115487,2015-11-03,922,2013-12-22
24153,WEB52412836285558,2016-12-15,220,2013-09-03
24154,NMB15045782847714,2023-05-20,875,2022-09-26
24155,WDB36137560110640,2022-02-21,634,2017-07-25
24156,NMB86570094241922,2015-11-20,549,2012-08-30
24157,W1T16009182999205,2023-07-23,851,2021-11-21
24158,WEB62030081666627,2022-08-17,611,2022-05-21
24159,WDB87655975849956,2023-01-29,525,2019-11-21
24160,W1T97801233465487,2019-04-15,513,2018-10-08
24161,WDB79683223705186,2022-08-24,611,2011-11-24
24162,WDB43167959989057,2021-02-17,863,2018-12-07
24163,WDB43359645568194,2019-12-26,810,2019-10-13
24164,WEB87255675322556,2017-08-08,524,2016-11-18
24165,WDB28990752607880,2023-04-05,868,2011-04-05
24166,NMB31006412716379,2023-04-01,851,2022-04-22
24167,WEB44447550717866,2021-01-21,402,2011-10-19
24168,WDB79546177861116,2023-03-31,555,2018-01-02
24169,W1T26827174101391,2022-10-07,276,2020-12-01
24170,WEB66199809155734,2014-05-29,678,2014-05-03
24171,NMB56607577825553,2020-03-01,686,2018-12-19
24172,WEB75244078539052,2014-11-05,243,2014-07-22
24173,WEB72532595492620,2023-02-03,882,2015-07-15
24174,W1T41614256303295,2014-05-31,569,2011-05-26
24175,W1T83210379371259,2014-08-04,552,2014-04-01
24176,NMB81516347898919,2020-03-27,632,2016-03-02
24177,W1T12603470093220,2020-03-06,575,2018-05-15
24178,NMB24502052600887,2023-05-22,733,2018-11-04
24179,WDB33257547644860,2020-02-21,228,2019-03-14
24180,W1T31832496507867,2018-11-19,605,2018-01-04
24181,NMB84044364262824,2022-12-17,623,2020-10-03
24182,NMB57478628058588,2022-09-24,242,2019-11-22
24183,W1T49299307965400,2021-02-05,203,2016-06-21
24184,WEB95949385845885,2020-01-26,290,2017-06-13
24185,W1T63761438898226,2020-03-13,622,2016-04-11
24186,W1T14041983140235,2018-11-19,516,2013-02-19
24187,NMB96909921203786,2018-12-19,243,2012-10-07
24188,WEB34059030514479,2023-08-12,580,2022-11-26
24189,WEB60457023169030,2023-08-19,857,2023-03-09
24190,WEB94610211021314,2020-04-18,757,2017-08-28
24191,NMB23721429245633,2019-09-18,743,2015-01-18
24192,W1T78621668681791,2017-04-22,609,2011-12-18
24193,W1T87960717656592,2022-02-13,915,2017-08-07
24194,WDB24817756875464,2023-08-22,244,2022-09-22
24195,WEB70502228063108,2022-05-27,741,2017-06-04
24196,W1T72435717712536,2022-09-22,291,2015-10-22
24197,NMB54255353873546,2021-01-17,931,2018-02-03
24198,WDB20773472595147,2012-07-01,558,2011-03-17
24199,W1T85677499956746,2023-05-18,807,2014-12-19
24200,NMB73960310535161,2023-06-28,547,2022-08-26
24201,WDB18875837994192,2023-04-23,519,2015-06-26
24202,WEB93418037510450,2022-03-15,765,2017-12-22
24203,WEB16702530099125,2013-10-27,865,2012-03-04
24204,NMB20092471017964,2022-11-01,733,2018-09-19
24205,W1T76017760482319,2020-11-26,486,2020-11-06
24206,WDB76347429051896,2017-04-01,269,2012-09-09
24207,WDB16742992097880,2015-07-15,258,2012-07-26
24208,WEB87319681211788,2023-08-03,775,2021-08-20
24209,NMB46331216437838,2022-09-06,809,2021-12-08
24210,WDB27187067599331,2015-12-28,274,2011-04-28
24211,NMB23799332743757,2020-11-16,647,2019-04-02
24212,NMB74598784798851,2022-05-31,613,2016-11-11
24213,WDB38972698632885,2023-05-02,385,2019-10-04
24214,WDB16075522613319,2022-12-16,414,2013-08-07
24215,WEB78660788642927,2023-03-28,777,2022-11-02
24216,WDB13595121124345,2021-05-21,520,2012-05-10
24217,NMB98709616869037,2021-02-25,296,2013-09-18
24218,WEB61660786278843,2023-08-24,763,2016-06-05
24219,WDB35212962431193,2020-10-13,216,2017-01-24
24220,W1T37898491012937,2023-05-02,516,2018-08-07
24221,NMB28059973237013,2020-05-15,646,2014-10-31
24222,WDB35164984041845,2022-07-21,766,2019-01-20
24223,WDB40332740830724,2022-09-26,515,2021-12-26
24224,NMB98602377681960,2021-09-08,733,2014-01-16
24225,WDB80527301733792,2018-11-23,406,2011-08-13
24226,WEB97144203457880,2014-07-05,571,2012-09-19
24227,WDB59188080750950,2020-11-13,770,2012-08-09
24228,WEB13475309051344,2023-07-02,789,2021-06-26
24229,WDB83032851359708,2020-10-01,875,2019-04-06
24230,NMB84655635954126,2023-09-18,300,2020-11-26
24231,WEB80401091521537,2020-05-04,557,2018-03-11
24232,W1T99116011395458,2019-10-18,629,2014-10-12
24233,WDB23942587035825,2022-09-12,293,2011-04-13
24234,W1T81867063497710,2023-09-21,414,2016-09-27
24235,W1T57903188339453,2022-04-18,885,2015-08-02
24236,W1T97757656905781,2022-03-24,575,2014-06-15
24237,WDB94902027475699,2021-05-09,526,2018-05-17
24238,WDB40817571355523,2020-03-08,743,2015-12-02
24239,W1T84649970356770,2022-02-15,239,2011-12-02
24240,WDB23793157045001,2022-09-25,404,2011-12-29
24241,W1T56992488052380,2023-04-15,300,2023-03-17
24242,NMB85457963227932,2022-06-23,722,2014-10-02
24243,NMB42916436439518,2018-07-31,524,2017-09-03
24244,WDB29374527958071,2022-10-01,754,2022-05-27
24245,W1T10588785163070,2022-11-15,921,2022-09-23
24246,WDB23281280760733,2019-08-06,803,2018-05-16
24247,NMB24029223122292,2022-02-27,222,2021-11-19
24248,WEB62360057629471,2018-02-11,248,2015-06-17
24249,WEB20468513659095,2015-08-17,875,2015-06-17
24250,W1T25410410030711,2023-08-29,880,2012-03-18
24251,W1T75271041158835,2019-03-10,824,2011-12-23
24252,W1T37579463458569,2015-10-10,930,2014-02-27
24253,WDB36591156297449,2022-08-18,204,2020-11-10
24254,WEB14854981773908,2023-01-03,705,2021-09-02
24255,W1T49190970909617,2022-10-18,552,2013-09-22
24256,WDB51063221426461,2018-05-23,761,2013-12-01
24257,WDB29522892850960,2018-03-19,295,2017-07-19
24258,WEB90072988549094,2017-12-18,558,2015-10-20
24259,NMB13851499067827,2021-12-29,209,2019-07-09
24260,WDB87712730549646,2017-10-14,845,2011-04-04
24261,WDB64251282176785,2022-04-20,221,2016-01-31
