,h_vehicle_hash,fin
23326,f8d8bb7c341cf14caa6fed143d2ae9df8e146e8f,WEB88797104990251
23327,3e697c09d0f5a4af3c3fb84b2f954b0afe51492b,W1T30687319866472
23328,2b7f494e6225bb7d224af6347d503ab2bdcec0dc,WDB74660092903289
23329,a163c0c1e47615b4460a4385358934e4836ef2d2,WEB19523087026440
23330,b05eec7650ee302558fd7bb269adb82202c9a1c2,WEB28742342733905
23331,2c576e8e68cb66b7f59ea469d031afc410452d95,NMB41685026686644
23332,f83017a93e519ada9b4471289f1ce60a4790d37d,WDB89107632737057
23333,e62d3543498ef99fc1514f8e46311365588c69c7,W1T96060517169906
23334,0f605331f1a93faeb5f2a0ea36a35c6ca45fb08f,W1T60888780353359
23335,d07cbe5fbb8c8225f7caeaac623c8cf3b64a932c,NMB40629099823019
23336,938d8d7f2a8a9caa35d0972aa0a110671f2b6dfd,W1T67053505568237
23337,78326e1c3263ccf919eaa6d486794d1d070ca107,NMB93130774870236
23338,1d51af843400b370bacc12428b60d0d54bd85d10,WEB46212115380860
23339,a215ae91734f1d2e3e5ee6624cd5918ada6262b1,WDB38982981031810
23340,756213e3cc72066481927539ea1b45dbe7ad3e9a,WEB81034644324153
23341,50737cf83a2f1df78e3cd3059f9b206bbd8dcdbf,WEB70474455947977
23342,7cc91082b8d921ccb429755a8a979f9b2dd5a123,WDB30226022113417
23343,6ab5f5b121e3454a217b39b31abe2919d428602b,NMB10985140517285
23344,4b946952c25195412127dba47c83d98ddc7915d9,W1T57570974672949
23345,6207f099389a11913e74ed3c70f264f54bbc09ad,WEB66849813742704
23346,c6098d790f3d1992482ec7598fe45be03fe72323,WDB17060577789377
23347,b7e2d71e40b283de8c0e50f913bf1e9e889314ba,WEB51432105208417
23348,070c52823daa260b97a67d3959dcc6102e070c08,WEB94168509778995
23349,77279c3dd01a8bbb85043996700b1105e578d8a2,WDB12185984399897
23350,36ae85f70b79207ab880b3b49b05406474ef3295,WDB98306677796507
23351,81131f59a3442dc147689c67a0a2f06a39223ff3,WEB58837695174044
23352,71ee059ace13c6e3b39d5662ec541b995d1cc407,NMB88167737520780
23353,00542d85afc38f3f79e25e95775f6a845a2052b9,WEB60262770770861
23354,75b609d688d1f2fcaf21484319f77df35c4202b6,NMB15375670680825
23355,b07db919dd52101c560c8a36adabb0e6f58a3d5e,WEB61501669355274
23356,4718df214ec4d78167dc18eb10874d54bb59b0a2,NMB34462865507839
23357,d3930e07f9fb8cdf1f93c713eb56e483ce916a86,NMB32398683175209
23358,d5004a7765a3d06d65bd60e8dd6489a010ff9007,WDB61269226692889
23359,d993c4453d3be3890798f1cfbf3eafe499c7e8e4,WDB38690155702257
23360,b3a39ba142129fe6493bb413671bec27417bc3e2,WDB90850693276535
23361,952ffc8903016b192a2d9ff5fd5647ed372f37c4,NMB25121402337268
23362,a9028f1a17973aed4f2dd4614dcc0ced8010f0bb,W1T29111741498871
23363,63f3f580eeee426ef893cc9c07abe97c313cf355,W1T67184959349309
23364,8a9dbe9779a84b19fc903d534e342b51a561ce07,NMB31894050163291
23365,5d7586eab3ba97b545947d7589a295be55600923,W1T93588014122036
23366,019a045dd5d8c3c718758f4a8dfce9f5470b3ecd,W1T87379218557993
23367,f8dfa822913b2096445fe746fd8e60ff859f112c,NMB65810956143815
23368,cc5cbcabee7a407158c0d7816c3e2bedceeeb7c3,WDB78156162952820
23369,645387f0b21ee343be4b411f153096083b28eefa,WEB58217638903875
23370,a7e32219c3aa140b83974d307dd21d81bed2afc7,WDB33636830938902
23371,ef746e6d461bdb9379ebaf4a4d715bcd8ca74795,WDB53026969841903
23372,6b9ab8499b4cb4e310cf7d88c3d253dd3c6be4e9,WDB50321042278902
23373,9c92720e83bcf82a50d26cef1b2b7d35cdb16f27,WEB49916837540251
23374,05ace917238c92bfed030f3a7f6e1b1fbed97b9f,NMB96960660237053
23375,09fbe91caeabd660236bff51b1a325ad5ca1c05b,WEB86125186960846
23376,c637a7a27cf4760a0221b6d2574dfc109ae3faea,W1T46589676809581
23377,3c83f923def92a9ffe615f519193478ff8c0f9fc,NMB99310075875613
23378,d78314a7259e497216225b9817d6f01b54d4091b,WEB55406911205335
23379,2acd2a1fc5c43d530ffc633f44f5f4684644830c,W1T41740534182003
23380,7978e200ceae91eaa76782703bdf96fa2832c9b8,NMB99178167226788
23381,4b908366fcdfdf480a118cc35dc08a3e9ad89c38,NMB74054974425884
23382,017fb671f4b112c3cd95d0d670d10b51252ef04d,NMB51746639385622
23383,107be06c4254e05475ebdced2aeec03390e96ad2,WDB49951124777564
23384,3dbd18cbf4f63664354284de6620458812eb35ad,NMB18044469839684
23385,82dab285cd87401ccc1a6820aa2a233357377df7,W1T71170737088747
23386,6b2a81580e61732bc9c4c703c8d82c1a64f0feaf,WDB86051627939500
23387,8f3380140a26c91ed444c4214fb5138b69470e27,WDB37983374915748
23388,e55ca8e183b846bbbbc1f36e530b76417a1f72b6,W1T28072333859337
23389,614126b4c5358018b04808fac8d90e61eef637f8,WEB62698018256739
23390,c38500847273eddc21b8fba00293e07c67cb3b11,WEB99959694184502
23391,6c166b8467c82e6d0712825657915366c6d71151,WDB91054080516988
23392,4c1c81c30ea26a7bd1aea11378a6555fd79f2b8a,NMB48462351506834
23393,df515182d804b027fb78e6a84f2c2d11afe81394,WDB60981008940467
23394,714b505c4bfbe570c6ef2c7349acb85842269b83,WEB96008409851396
23395,eba293550240a211c65518cb18aace5637b5de4e,W1T27610782393066
23396,f5a2cbb150f3689720b76ab15c71fe0b71b2ba40,WDB12681750843896
23397,1ac56f7a566786a40eb1ff1a7e91afdc0c9df0fc,W1T58554839138852
23398,d3e6cfce2446421e5f35380162d3cf1b624a3d8a,NMB33170957844292
23399,0a5607af2850b107c71e4441860d7f8fb27eb072,W1T11242767090718
23400,3fc261bce7e3e69408bb268a2617570b063adb28,NMB45642035664731
23401,23fd9b142687508cc191433e7d9ff77ee467512b,WEB18072676550602
23402,f23fd38823eb1565ac704811f100b23830b625a2,W1T87105761603595
23403,d14ab66411afe252e0f786e6b685b16c60669ad6,NMB92043263530509
23404,91cb099448ea8060734276fb2968f08879566b08,WEB28980080737343
23405,d5861144b074d29734326812f49363e952af7fd5,NMB66336146077063
23406,58cc9f84a3653cef7e8e401558e31d72a7f11dab,WDB64216885547387
23407,e19d4828d8360e17560f00dd678b74059f315cce,W1T68060657583144
23408,ca11385367a2eeb3f93618954aa040d8e29c2c62,WEB78424749059807
23409,039db94a32b05ba2be967654a2ac8144a5b4f1eb,NMB95369126989288
23410,be75e9c628074bb21381efbbee737e29dbad45b5,NMB47399631174608
23411,b995818b79ea3adfb2efbeafb73295cd8aaf087a,WDB19595731054972
23412,deeebbb6b98c3ab3b46bebb5c10c982f55fdbeed,WDB49473707132896
23413,a9fa94f8e96fac5d58fab6e03de146d851d2fdfd,WEB80294922392238
23414,9653f87bec96d680c355c096835fd5dbafab47bb,W1T67174062388145
23415,13d1ed010267b60d94ed24f30ff94632c5bdbe58,NMB19154308210115
23416,d1b327d1bec845ada06330dd61186a9abbc62428,NMB50294287611712
23417,65b81c4675eb13783ccd151d2357a2c1fa4242d7,WDB75894481096543
23418,9ee3c6bc9abca0124c7b7f3e162c25f567ef29cf,WEB85443180997733
23419,b0b3d119de7126b02ab6becb28eb004b5f2aab0c,NMB24514711235116
23420,17a8804085639286fa8c65573a4fe3c6c4b93799,NMB35493406642385
23421,91bcc4be11ef0c8861cd52805fa005763a24aeba,W1T51186107577275
23422,b238ac549a3682dab97087e4d3f20d46d1df20e3,NMB50073483777644
23423,ad6446aef7b222fa276f5bb2d1c6ef67ae6c7419,W1T46739330301630
23424,fcb07d74212c84507f809857a59b10bf4267c1be,NMB38547188702651
23425,99d7ed06b1a38b25dc3b24f17e515ad39b61fa99,WEB73402274306135
23426,e0021a4cd0d79bd86be63c9134e3e42d7fbd7839,WEB57261165247890
23427,6f83bce5888c70dda25f3598d9538261d91112c6,WDB65705179792316
23428,212a146fc1638151679722d35471480675cf2b58,W1T70318526759960
23429,228ead87ac4b2ce723410a83636ec7109b9754ed,W1T24987315314058
23430,b6ca845c38d3f4ae1390c998bed70257e54f3fcf,W1T88164400787767
23431,52016d1862a24b7cafc2d38d20fa23a4deb3cd31,WDB89834626359625
23432,6e1e57e81c35dfb85f333ccc24a466fad7c90e2a,NMB15414597861581
23433,dd8d22e6170979adb46864a07edc0cc16b271d93,NMB97078225441716
23434,ebe23dfeeae9f4db1dccaa8858a8d719c54151be,NMB27254799097129
23435,5ac9e25e195d47b89c4aa517de8ceb61d2e314d5,WDB46083133682781
23436,472758e32f5e81ae73b5ea8ac297c70f9a302cbc,WEB12512445783697
23437,c942ecd109f19c4a9f4af636769ee29451d56035,WDB81482856293068
23438,6dbbd79df3ac8b5ef20864e1f0b12fd4100fe5cc,W1T52522127719923
23439,cba923b015919b9770d3bcf6b558efd74aed09a9,W1T11079777904613
23440,8683c2f46f696ddf39c8e914efd47edc04f2a445,W1T99130830414676
23441,c2dc13e7348af5ea537e390aeb193bf9a7017fd2,NMB88915373252606
23442,c7328dcc68bd015fbc259ce3406c552e66fc90fc,WEB85155382913029
23443,2d11d0b3a83a187075843b65385c8dda7b5f5260,WDB81814185156914
23444,755bedbe3e45482f00bfeff56b877929a947810e,NMB73055770262973
23445,2b8e5326fd0290f532a4c97256dfccc431b29290,NMB76365107463334
23446,a011913369e5bd064d866d50a4e5c02914f93eba,WEB91645951137062
23447,16c46f10eb4981977e764fb37abeb6962b73acab,W1T30371058904567
23448,a60662aef0c600b8332f39964152bc2fcfa6989a,WDB53503764198359
23449,347219ef2dbbb7e12ca21cc5e4dbf5e18fe2bf8d,W1T26296786870209
23450,b52945ec021748375e0e691749b7ba376a07bbf5,W1T30968132767542
23451,bc9ce28963a2411657c9b675599efb0201cc1224,WDB96968376759147
23452,a012e9fc82d41f42da5232db6a486ec1883729e0,NMB67582258979298
23453,1ae2e3bac7030f6055378e1112939cc8a976424f,WEB14872030187321
23454,d4f2e0dc2f5b1cf57c7683a4f9221701ba2b3e00,WDB35315953953481
23455,c3fd505d5297ee55f82495088799a1bfd22103b6,NMB14338688953877
23456,858ade0f03cdc5b0dbcdb44b8c9a7004e08e30bd,WDB15485563610236
23457,a47786f0f40a087aebabccebec3c0767fa812981,NMB60247038565501
23458,2d264e9e75e9e03f047638b3323697f6297d763f,NMB61425130019874
23459,cca9fd41e7d7053e5a9100fbb91a5d1b8fe8043b,WDB82398303686161
23460,e9cf33e35b4ec23a0ecda409f7180825ec1fea58,WDB26003669642480
23461,db22d484fbde01dc626b1ea8ee69b9f1a3e528aa,WEB61182399381012
23462,5d4f9362a0f20768a93fd839835d94e9e13fc99d,WEB24149323931211
23463,9d6de59421f0c6e3d14c5ff2877c1fdc31a0da87,WEB93738882170578
23464,210510edc20716e4c05ad697ec98c104e8eb61f8,WDB20199038151419
23465,a4aaec9397539144826fb75d12e8a829352c15fb,WEB44147579403558
23466,578dea75b9e879e6a49f0ad5d9453083a7606971,NMB16012358813310
23467,3a755c1db896aced844901dfd12390a9cf819072,WDB75580159357450
23468,8c36256f28908fea7d441f1135bfa1d111d60c49,WDB56725976929704
23469,d3b9b139994dfc4adf9c018e239871508cc3799e,W1T32668200258048
23470,de6d8c7ada6ff3654e3cd065f705c0792288b29e,W1T67910087682686
23471,30893cb39f5c0582023f7a8b4b65107e71397700,NMB95898252996510
23472,71d78b1b5a8422fcb44165c853f99fb781cdae1d,NMB56023385265888
23473,527249292f7f64e4e8589e11cc5aee50f9c4688b,W1T73233601085066
23474,44db95a21a692f67cb877ab097f1469cb0efa9fc,W1T27670903977061
23475,67e40a4a3ce04c08489884ed322ff5f435212666,W1T27487897062231
23476,c72c488e33aa1ea75162ceec2b49f9b22e4878ac,W1T19946710377507
23477,5316b20f94d381295b84d097926d8097c96e48fd,WDB70665871823716
23478,7e5f8f92e82719b0a3aad6b8fe5ca9888a9a318b,WEB30560581870569
23479,d4071612ddf5c6da4a91b16708375e39f4504d6a,WDB47528696758623
23480,c1f83b9dec3c6a698a4f9563edfebc18f15a227d,WEB79372223983110
23481,4ff18300cdae5f4365ec37502f86d28a1758e7f7,WEB26468483366916
23482,187f4d4fc4b919746c5fad2f51110e820a65a4ec,W1T22846454242690
23483,1da8b169336adcc9ed84c63efaa7cb43f2eccda3,WDB97878176985382
23484,f1c59a3a5ce4a11f8686e3bb2caf686271f4e29c,WDB92168949332172
23485,0ea723e1927b660d5924741ff9310d68877322ec,NMB47901442538922
23486,79f75262906b194f3ef5856871a398c7b520e684,NMB66660339586240
23487,6189aa5d21beee514a03a07865338fc636a86590,WEB80242618704500
23488,b11c0aa4d43b95c078c98084b873234816a81b6f,WEB63885836559628
23489,550992c803f73175c0183ff602a9ceba3d3df67d,WEB52374711014859
23490,74d691d988480576e9dcdb33a268380fd96b4a80,NMB63795676635252
23491,a3da4d908af1b5d0944be9a07a87be0daa9f6bf0,WEB34356775146182
23492,877b2b62138761b9d8a8b6b9204882a59e37a6c2,W1T19136449132296
23493,680636d4c54a2ca3d98d050a67766ff45e343816,W1T76077675577391
23494,2277c7474756cc1676790b2066aa1655a6c0f210,W1T14212815829933
23495,3046fc434c62b902b9a8150535a4b37421b20e6a,WEB77055453741786
23496,e52996b0690864019bcae2626c5fc9130d8cc363,NMB53434256831817
23497,fe885b2d2f80b3f26e69db42b717ac557bb12ffa,WEB39503641511594
23498,00d0696a384dcee1d8ecc984b0dec7eabce5251f,WDB72387319361104
23499,a8592240910e75f12d0ceb9d027e76f0840bae3c,WEB15844369865006
23500,a2d2d3a38bcfe0be1be810d263496213491f6bc8,WDB25657103376519
23501,57c7f106f4e85121f64dfc8f4add9cbac4382d25,WDB45371033902039
23502,45f35f9480efffd4b711e88db7000cf13d357cbc,WDB20140143128161
23503,280b6ecd6df0025235a68011c9176588a2b2ce2c,WEB31288925837186
23504,e396938ac2a1018aad2eea749cdf5e6e81fbba88,WDB74059964227174
23505,324e0cf1ac20ac7f4a6b7925d81142ebf8b56951,W1T54638026706156
23506,be03fa420bf4bba92b6df4331ee77a5e6f677354,NMB65052083912274
23507,77fd419ab5fa7c13205802cee6cf2bc707040e93,NMB19839167962330
23508,20ced1f06beb432ae3a92ba66e85d485a4487a0e,WEB74508756148967
23509,07dcf8ab83b6f610e0933f5c330e0856669a4824,WEB35104121702631
23510,db04eb299b54fe01b31b3cf0838ed5e514578fa9,WEB15339643050867
23511,87d162c6a3c184560f5815a83653a31c1a7e2ec9,WDB74860263836041
23512,d57570aef27e18d17cc1dc1a00a2572f9f5bf61b,WEB57131982853587
23513,a4cc22fd609a41ccec98825d5f4b5ff6b927ccfa,WDB39955233840701
23514,9fdd66b943888eda608f6da37345fe524f605489,NMB65355286004769
23515,243d2c62c7fa205460d35fc3c15f6e48800d0a13,WEB73910398463751
23516,90b966216ab507516c132a8a84b8fc7405d37db9,NMB29701986290251
23517,7483d1ff6d4ed654540b79750aa01bcfa1b497bd,NMB82998497293041
23518,944ef9313065d4476bc6f0b6853c3fbfb60ebb07,WEB60488223103925
23519,503e824610bb866e8f9a29b6a13fc42ea2676bc2,WDB80605390493839
23520,fff517bf4ec7b2e62cba30d0edb6e81b2fa403f7,WEB71399231031886
23521,bd51e26cea5e5381ba9be26ee3385073c015cf9a,W1T23028462162747
23522,a618ae4a4a8676ac39b02454eb14268053eed73e,W1T57308797385252
23523,218bd6ad7ea2c9e4a67d2304fad40520d667b04c,WDB48554089099705
23524,f67412b438817cb286f930239699828b6691b7b2,W1T30283711234441
23525,e3b24c7f0b88d3f811ed2e467edd697ea4a6eb78,NMB76639389606803
23526,4b6c2bcc54c3846bd3b5356c569d33b7d844ffcd,NMB28693190806947
23527,a7f72085a9b6048ee96f934c0de86ff842699621,WDB85146439776553
23528,f0d14087ccabe2b6707440e713ee5d5ae77a7ff0,WEB22031838441924
23529,e611c31fd142e8bca5c6c6eb2e1194990429893d,W1T17176491015432
23530,ed4fbed0d1d6c07adb66bf7640b7ec4db52c162e,WDB79946948363732
23531,8c25fd4771433d298cc7e7729ed30021787ae5b9,NMB37602502972829
23532,468aef52c1a5a1142cb32a8fcb690bed8ade8d4e,WEB22476928753084
23533,840ba73c8045671a4db2f24d803e5881147e113e,WDB12724320409811
23534,27d9f5f7fb61b313856901cfe1fd374473ff6f8d,W1T36833580864798
23535,662ebd2b6efa93eea9c19cf24c126b25a322e407,WDB82881306710441
23536,782d7b7e8dfbe019495f9935098b9bc69e55df36,WDB62888603828472
23537,37d2ef5f42f64c81683d1796b786811b5a5cf119,NMB24374329980685
23538,0dd2da604996f1f9cb5116eb0f6da4c757a6a9d2,NMB91030288476397
23539,63b4d052903d94656b3e5b72cbb293788b0f4450,W1T50826915719782
23540,2220dedcc473c75df7bffb64d21f314e3ae07948,W1T61002887732282
23541,c4bb6aa7b073c135989fd1c9031ec8bb3464e227,WDB90917525073145
23542,1fc01db0b901275c4459df128aa3151924e4fb3b,W1T62396960846659
23543,1abde4a4596e1668090cfc13939f69ccae8b1d9f,WDB89257114457147
23544,0eec735f0008f49845c2145db4644e22b6812129,W1T92255082718685
23545,127f3853ccce4d5d70781fe5aeb703da7da30aa6,NMB90502678873887
23546,3e602fa65fa50a72bb2bc333faf7732adf5e2e07,WDB36814451619382
23547,a8c11e3bc10900c79327dd1721621b71e980c697,NMB11854653695014
23548,799b9556ead0491d34830a6ecbd0e3983aeb9866,WEB64332004257062
23549,77d0ba412e24deb4e235f9a8d0ca17efee8e3369,WDB20875065614700
23550,38336a130ad6f179bebdfc7943dae4c36b704779,NMB20296924337415
23551,193c58cd8f1970cb83003ce13e0b11117762d9c5,WDB81669509127650
23552,daa84117500f4de5beaee930d2dc0c4432811e55,NMB69704477149719
23553,fd420c90d5281704753fad66b2c33efd3e9770f5,WEB17795122889527
23554,12f9e2e5b670a3c4fe8282463ad16e7d1b5cbf8a,NMB44531640244609
23555,36add395b5ca68e567b638b388691d11a3ad3fa0,NMB52359157848208
23556,789be7a2697c05e087c2b8de4c61fbcab0a31a88,NMB76510840572345
23557,df25fc5f820776bd3df54965eb0d11676995b73f,WEB10625909383767
23558,46a2fc0a891a5c1ee3f8fccdaaed7eaef34bd87c,WEB75108680961277
23559,1b9e5e9327d2725b9e9af69f5e8b76b89fc48777,NMB97235373910185
23560,7e18889bc63f20fab962ce53a6b23d8d14b256fc,WDB78879308771224
23561,6f1b5c9999429f25a9f7846f628e1cc01716040e,NMB90512248975578
23562,5c9d6c1a6faee6014952cf43b8092284e3d4e52e,WDB47980446156104
23563,ea85895cc8dfc755a397f12165462c8a153633d8,NMB82416339633940
23564,4068cea6e45eb72dd861b829e4ac61072a095a46,NMB71969259707695
23565,e5667bd6a1b385786ab139e1993ecf59697fefe2,NMB35049950695862
23566,41e75785db291af830776e6dba1d22d390542d79,NMB78048180185922
23567,6d77886aea12037175435dd04a36025e26d6a102,WDB81940208235819
23568,3286664f3789ee23767e80093d6b174d789a4bb3,WEB11037443093879
23569,50cffb1d94038fb242edd49421748d6ee6f52d11,NMB80626140165411
23570,b1c3fc86e8a9100a0e8ba92c9476b7fc738d4230,W1T13508714026972
23571,2264079b410e1701b6d6ab6c4a8e6905d9ecc88a,WEB43596551038916
23572,1e802574c4954a68fd527b019b7d0c4befa07589,WDB30796945772679
23573,dc51242b187d1477072f087ac5829fabd6be1181,WEB17150545878671
23574,1e8998732ce9a50c3530954e3e21b3a5b7a29a72,WDB83002243915394
23575,ea9c773d7d3004bc4bd0aecd53d3776bdafb8101,WDB62268904532765
23576,0957ed307d9e006fd5800b9c22d0cf72f6691a75,W1T96215699373756
23577,201f7d41d25251bd89d8bcfc48cfba455514dda0,WEB31893089210030
23578,bc387e112fcab3d63b83e2bfc5ab62d7482193e3,NMB21561051403641
23579,04d9366a501951417a52adb48d9ea673c7478813,W1T78608235908711
23580,13b51aa02c0bf9245e0f62dd95adbe1b4c1154fe,NMB42003027399728
23581,784d1b04fd352ff84ca95959dea030f85d3246d2,WDB66820716974751
23582,50d8bc26701a0c2d491c68cd67dea1f333c43a5a,NMB62049486001423
23583,23bab25aed6fcfd4cdfc017499005dfee6b4cfef,WDB61285634859923
23584,dcbca7a098cd595c98bde9ee236fc7c8342a424b,WEB17432895396942
23585,15d5b4f65f5c1ee4220c6a46e563260d1e593995,W1T59919930676524
23586,72da29febe465315f954836f9edfe5fabf03c04c,NMB11485986401580
23587,656cfda225908cd9a325ad87a65bf3145e84fc70,WDB19932456220341
23588,405aa59e48b7b65621870bf885232a5c7f8aba6f,W1T10732252287820
23589,461698432c2af93dcadbd4332d75690c23c356e9,NMB94449486536783
23590,44726167606a073446c3b17b758e1bd65708c1b1,WDB43835985361653
23591,ef3d88793c150241e477f2a50492ad9b4ca8b5bc,W1T49703180585799
23592,9cc357da456910e74df9bcd86e3e4436bf85f8ac,WEB44694007852403
23593,48246f4d5322ff65ee2945ccbf58f71c431523d7,WEB64310978740276
23594,bf7826230c668510f7e9600d035995e7b93541d4,WEB44625231675396
23595,bb8b86a224c514d57e418d8e4c17ccdaa21c37c3,W1T73402665822125
23596,9c6282ca3a46e69cb9998298720fa8ec3512cd7e,WDB86377797291096
23597,3da5417b2a5b678e965babd19284619eebacde8a,W1T92803347288044
23598,e9c7d9f10af76bd890cf83184fb21b8b8acab4d6,NMB92370484208940
23599,4b8686b87a52adcd4c7ae597ceb9f171537c6394,NMB27638559972867
23600,a601bc0cf92a03bd315cb0fd4cdb0f2dfbdb8442,WEB65262664925464
23601,4ecea5bc8bc1f7fb17e68d62b482206dfbc7cc93,W1T92002932244668
23602,8e277b598e17dc46f354f9d56cb2597de78af2e9,W1T48380884854152
23603,b2118325f39facd532db663557677073f8c6549a,WEB65821362535991
23604,ba7560fff2d1c3d8e22bbf2f77013762a7dd0dbc,W1T23848037524510
23605,68ed4f717ebefa505bd7a1129df3ec41d23fb871,NMB84130308216893
23606,b201911ed1284f6a2a5488ff6e077abe9b9f2d45,W1T13350917214647
23607,24c93983f4baa95abfaf91ac9d67be7abf43280a,NMB77649800862889
23608,5d203a19ea058a90b7c6a1087ab2c503d520634d,NMB16692397997725
23609,0b5ba600696452b7e2f5ab2d11a8ec6a139cdc44,WDB15496942116819
23610,e7d37b77d560d242bc5a959de385c9b767526010,W1T59623750033851
23611,3d738e8b590ee7da7859f348c4b35485a7b23908,W1T63838644724647
23612,580924e50add58dda439da4da44ed4e953088555,W1T10314721950495
23613,60c13c33048a3bbb3ac40fa0118bb3227ee31a5f,WEB40047782109615
23614,b69fb78d74657ed744350e20e206eb8f82331c8e,WEB38822343755683
23615,d5b6e949277dc7df49199cbb43cd976eabf62fc0,NMB74127620102040
23616,c97ce5c55bb4134bad7c1f8d1f411c67e3f20b91,WEB45622144724855
23617,5852baefaf80d653457defe327e18daa590f3fc2,WEB29402802754610
23618,6fb6fe347dd83dd0beffac7e2bc6141df02aef39,WDB18104507759515
23619,a2ed6c173ba67d9009a9e5fce1486beff3e07098,W1T98609562103326
23620,41afadfcd03f5394d7582f1c4aea890ce8310a56,WDB73899547923083
23621,8aa4d699b979a7733ff0cbab2e58a9355e945b08,WDB42823667153728
23622,8731c150a9122eaaaac9f0ffcc266f30c48a6ce8,WEB89964960603142
23623,eebb2ed98362e42a6d376bb37c04e6ec1c417dfd,WDB60248458241285
23624,bf0825b6eac2c0edd456ad968a5a5f827c51ee20,W1T80316173783493
23625,24fa3d6734e9235a7c37a23ec5a9c21db0665fef,WEB14366855082205
23626,3f6bf1dc5c19050f0f3ad4b429bac78afa339c2c,WDB45627278639951
23627,2eb5a0ba91f399c71f149d6dd20102fad7e48026,W1T55659854465867
23628,afddf3215b9111453fcfd46c72b0e515d3741ae1,W1T19268639603014
23629,d3d88ba2544fb1452aa2d49d8fe317f86d6a87db,NMB13971890011503
23630,11661af64a80b7521b7fd987d99c6e4c601972d7,WDB33532970272908
23631,6b7f4c50b0f2ce3aa90036b720494e3edd15973e,W1T68770570480506
23632,df9c3bbdb1d7c18a32b090cab1eefbcef097e3ee,WEB20535122886148
23633,731a0224849c74f1ac72055afa78445475e9bacc,W1T89434219895775
23634,8f97d03fb776842878658ecb592250790ba6a186,W1T15300319956013
23635,d462fabbc1c15a8ce733f2a0d69b56503912ea48,WDB90387827688134
23636,d8946c7635bf71aead371be803c3fa8200cb6b42,WDB76624811092488
23637,0f8fc7112363269217a20823a3718fc9dbfd0269,WEB32861139486011
23638,64a9a2347c423e28cf79eb0303fa204f862ce81e,WDB87194574702063
23639,98abf160bed446d3b14f3ad2a1d2a7c0d9521289,WEB72240985932447
23640,65716d7c05eb95e8e081fc064683ca4a8fe0925c,WEB14025572884956
23641,012abec92bd0b0e7c9cf5bc0e8d7629dec471f9d,W1T44913495353234
23642,77fc23d7e58943510c9ae67c6aedf27005c632ea,W1T61529560622854
23643,6a7cb6b61c8b0c93a705f6a2ebd6ca8bc1c75fd3,WEB94867674924625
23644,bea0fb29b66cd1cd302d478c79528aeecf1bd032,WEB49917278626105
23645,d35eb39b953d5270cfee3e72db9fd80249e86538,WDB87872917943614
23646,a55a133507afd5f7bdb54486f70c74ae71829499,WDB53842930025444
23647,b060ded23fa7a44c979c37356640e382ecd3978b,W1T49781170240479
23648,37fd2863eb73a7ae5f6abfe6fc49102ac0785336,WDB77877858900345
23649,5480e4ff47e68099b296ef03b400994faef67b3c,W1T47478894733140
23650,7d76369149e8884cc7bbef29d1c1f29cb444a5e7,WEB50635233204417
23651,b8504aed1edef64003ded1a8da671a2415ada631,NMB82039215837730
23652,5cf25e1680bd37935a8b6ca1eefb81a6f61dd152,W1T79966074156037
23653,31fd9dfedbcb14e99983f073a19b9d904fb4645f,WDB91725469143579
23654,2f5c378a103330a951a0a7e239feed87152e20d4,W1T40215516476969
23655,b22b066a7e04e8ffc38573af7bd9f428045964b3,NMB71547426248335
23656,78d5290c0dc8214049dc9b052505ba9d77720d06,NMB89563475263391
23657,2552f3b7d72f2cfe08a6e6f5d38c0477242a2b35,W1T93051891837154
23658,0fdd9137ff25370e55b1c41317cdb689c5344f5a,WDB31077150452558
23659,f6fb568b15903a3c996fca5921cc887c5e9c49d9,W1T23958428928661
23660,d4f9abc834bd5867eab84f34da352c397873a38a,WEB57722482639914
23661,b48330417438266036a3593e8f3cbb55b982d4b7,WDB62444330192092
23662,eead83bcab3b617d46da03f85396e46029113544,WDB35899441767642
23663,0b7f1d17cc7c4809fa22d18de22396272e444631,WDB90565579169143
23664,05e2ab12c95e7e8ddee509d551bf9160fa217079,WEB12324238018939
23665,4fde2eabde375b0949e5e584595975954ee148ac,NMB73044969829206
23666,4097a6e07a5849f05148125e7ead6ff7444b2159,W1T85547445346771
23667,786c644989d09312f4370871cf008d1134b3b601,W1T41183245651419
23668,0975cb5f0839208bcd07ba6d3aeca2c110a238ed,W1T84651853117753
23669,ad51575c4e8edc3a1a0e8c3b149f085b8a2dd199,WEB91536607390256
23670,bb385ae5f272c5780e3ba3a4ed474722af8bdcf7,NMB32772958528079
23671,e0edc8b769a375f8369e7e9cd3a5c88f34e063fe,WDB39918106853949
23672,c5925bf858d21339dd6a060793d06468d7f9579e,WEB58821719950336
23673,ceb684ad0e72b98758094e18dd24d979e586e418,NMB57615342679955
23674,8f5bdde3e2610e8b7107d543d327dff9515cd6c2,WDB21577919866736
23675,3c7da847e5669e21fe5c46bc89dcd5f7ee523692,WEB40959189119841
23676,4ce89737c8e8164fff8f4914d3f20cd9d06a9787,W1T57552081107446
23677,e995e990f0899cca712159ed1203a7e6ba02d830,WEB42342244910623
23678,a7ba903264a045ecd1ed9988096b0d832315d8ca,W1T34299098455114
23679,f9138791d32623c30fda338b1f125d68c1990f64,WDB32199288957319
23680,d41101ad237b90fe7c15872781eee66aeef57b1c,WDB57533100916433
